           Xi|          Vi1|          Vi2|         V2i1|         V2i2|     Vi1-V2i1|     Vi2-V2i2|         OLP1|         OLP2|            h|           C1|           C2|
           -2|            2|            8|            2|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.99|         2.08|            8|         2.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.98|         2.16|            8|         2.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.97|         2.24|            8|         2.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.96|         2.32|            8|         2.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.95|          2.4|            8|          2.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.94|         2.48|            8|         2.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.93|         2.56|            8|         2.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.92|         2.64|            8|         2.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.91|         2.72|            8|         2.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.9|          2.8|            8|          2.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.89|         2.88|            8|         2.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.88|         2.96|            8|         2.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.87|         3.04|            8|         3.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.86|         3.12|            8|         3.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.85|          3.2|            8|          3.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.84|         3.28|            8|         3.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.83|         3.36|            8|         3.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.82|         3.44|            8|         3.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.81|         3.52|            8|         3.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.8|          3.6|            8|          3.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.79|         3.68|            8|         3.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.78|         3.76|            8|         3.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.77|         3.84|            8|         3.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.76|         3.92|            8|         3.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.75|            4|            8|            4|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.74|         4.08|            8|         4.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.73|         4.16|            8|         4.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.72|         4.24|            8|         4.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.71|         4.32|            8|         4.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.7|          4.4|            8|          4.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.69|         4.48|            8|         4.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.68|         4.56|            8|         4.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.67|         4.64|            8|         4.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.66|         4.72|            8|         4.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.65|          4.8|            8|          4.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.64|         4.88|            8|         4.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.63|         4.96|            8|         4.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.62|         5.04|            8|         5.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.61|         5.12|            8|         5.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.6|          5.2|            8|          5.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.59|         5.28|            8|         5.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.58|         5.36|            8|         5.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.57|         5.44|            8|         5.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.56|         5.52|            8|         5.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.55|          5.6|            8|          5.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.54|         5.68|            8|         5.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.53|         5.76|            8|         5.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.52|         5.84|            8|         5.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.51|         5.92|            8|         5.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.5|            6|            8|            6|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.49|         6.08|            8|         6.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.48|         6.16|            8|         6.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.47|         6.24|            8|         6.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.46|         6.32|            8|         6.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.45|          6.4|            8|          6.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.44|         6.48|            8|         6.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.43|         6.56|            8|         6.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.42|         6.64|            8|         6.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.41|         6.72|            8|         6.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.4|          6.8|            8|          6.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.39|         6.88|            8|         6.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.38|         6.96|            8|         6.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.37|         7.04|            8|         7.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.36|         7.12|            8|         7.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.35|          7.2|            8|          7.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.34|         7.28|            8|         7.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.33|         7.36|            8|         7.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.32|         7.44|            8|         7.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.31|         7.52|            8|         7.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -1.3|          7.6|            8|          7.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.29|         7.68|            8|         7.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.28|         7.76|            8|         7.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.27|         7.84|            8|         7.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.26|         7.92|            8|         7.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.25|            8|            8|            8|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -1.24|         8.08|            8|         8.08|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.23|         8.16|            8|         8.16|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.22|         8.24|            8|         8.24|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.21|         8.32|            8|         8.32|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -1.2|          8.4|            8|          8.4|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.19|         8.48|            8|         8.48|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.18|         8.56|            8|         8.56|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.17|         8.64|            8|         8.64|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.16|         8.72|            8|         8.72|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.15|          8.8|            8|          8.8|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.14|         8.88|            8|         8.88|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.13|         8.96|            8|         8.96|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.12|         9.04|            8|         9.04|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.11|         9.12|            8|         9.12|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -1.1|          9.2|            8|          9.2|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.09|         9.28|            8|         9.28|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.08|         9.36|            8|         9.36|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.07|         9.44|            8|         9.44|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.06|         9.52|            8|         9.52|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.05|          9.6|            8|          9.6|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.04|         9.68|            8|         9.68|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.03|         9.76|            8|         9.76|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.02|         9.84|            8|         9.84|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -1.01|         9.92|            8|         9.92|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
           -1|           10|            8|           10|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.99|        10.08|            8|        10.08|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.98|        10.16|            8|        10.16|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.97|        10.24|            8|        10.24|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.96|        10.32|            8|        10.32|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.95|         10.4|            8|         10.4|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.94|        10.48|            8|        10.48|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.93|        10.56|            8|        10.56|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.92|        10.64|            8|        10.64|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.91|        10.72|            8|        10.72|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.9|         10.8|            8|         10.8|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.89|        10.88|            8|        10.88|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.88|        10.96|            8|        10.96|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.87|        11.04|            8|        11.04|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.86|        11.12|            8|        11.12|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.85|         11.2|            8|         11.2|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.84|        11.28|            8|        11.28|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.83|        11.36|            8|        11.36|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.82|        11.44|            8|        11.44|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.81|        11.52|            8|        11.52|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.8|         11.6|            8|         11.6|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.79|        11.68|            8|        11.68|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.78|        11.76|            8|        11.76|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.77|        11.84|            8|        11.84|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.76|        11.92|            8|        11.92|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.75|           12|            8|           12|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.74|        12.08|            8|        12.08|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.73|        12.16|            8|        12.16|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.72|        12.24|            8|        12.24|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.71|        12.32|            8|        12.32|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.7|         12.4|            8|         12.4|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.69|        12.48|            8|        12.48|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.68|        12.56|            8|        12.56|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.67|        12.64|            8|        12.64|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.66|        12.72|            8|        12.72|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.65|         12.8|            8|         12.8|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.64|        12.88|            8|        12.88|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.63|        12.96|            8|        12.96|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.62|        13.04|            8|        13.04|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.61|        13.12|            8|        13.12|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.6|         13.2|            8|         13.2|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.59|        13.28|            8|        13.28|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.58|        13.36|            8|        13.36|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.57|        13.44|            8|        13.44|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.56|        13.52|            8|        13.52|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.55|         13.6|            8|         13.6|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.54|        13.68|            8|        13.68|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.53|        13.76|            8|        13.76|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.52|        13.84|            8|        13.84|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.51|        13.92|            8|        13.92|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.5|           14|            8|           14|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.49|        14.08|            8|        14.08|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.48|        14.16|            8|        14.16|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.47|        14.24|            8|        14.24|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.46|        14.32|            8|        14.32|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.45|         14.4|            8|         14.4|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.44|        14.48|            8|        14.48|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.43|        14.56|            8|        14.56|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.42|        14.64|            8|        14.64|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.41|        14.72|            8|        14.72|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.4|         14.8|            8|         14.8|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.39|        14.88|            8|        14.88|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.38|        14.96|            8|        14.96|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.37|        15.04|            8|        15.04|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.36|        15.12|            8|        15.12|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.35|         15.2|            8|         15.2|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.34|        15.28|            8|        15.28|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.33|        15.36|            8|        15.36|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.32|        15.44|            8|        15.44|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.31|        15.52|            8|        15.52|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
         -0.3|         15.6|            8|         15.6|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.29|        15.68|            8|        15.68|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.28|        15.76|            8|        15.76|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.27|        15.84|            8|        15.84|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.26|        15.92|            8|        15.92|            8|  1.77636e-15|            0| -1.89478e-15|            0|         0.01|            0|            0|
        -0.25|           16|            8|           16|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.24|        16.08|            8|        16.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.23|        16.16|            8|        16.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.22|        16.24|            8|        16.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.21|        16.32|            8|        16.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -0.2|         16.4|            8|         16.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.19|        16.48|            8|        16.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.18|        16.56|            8|        16.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.17|        16.64|            8|        16.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.16|        16.72|            8|        16.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.15|         16.8|            8|         16.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.14|        16.88|            8|        16.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.13|        16.96|            8|        16.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.12|        17.04|            8|        17.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.11|        17.12|            8|        17.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         -0.1|         17.2|            8|         17.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.09|        17.28|            8|        17.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.08|        17.36|            8|        17.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.07|        17.44|            8|        17.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.06|        17.52|            8|        17.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.05|         17.6|            8|         17.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.04|        17.68|            8|        17.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.03|        17.76|            8|        17.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.02|        17.84|            8|        17.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
        -0.01|        17.92|            8|        17.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
            0|           18|            8|           18|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.01|        18.08|            8|        18.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.02|        18.16|            8|        18.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.03|        18.24|            8|        18.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.04|        18.32|            8|        18.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.05|         18.4|            8|         18.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.06|        18.48|            8|        18.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.07|        18.56|            8|        18.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.08|        18.64|            8|        18.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.09|        18.72|            8|        18.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.1|         18.8|            8|         18.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.11|        18.88|            8|        18.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.12|        18.96|            8|        18.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.13|        19.04|            8|        19.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.14|        19.12|            8|        19.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.15|         19.2|            8|         19.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.16|        19.28|            8|        19.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.17|        19.36|            8|        19.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.18|        19.44|            8|        19.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.19|        19.52|            8|        19.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.2|         19.6|            8|         19.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.21|        19.68|            8|        19.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.22|        19.76|            8|        19.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.23|        19.84|            8|        19.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.24|        19.92|            8|        19.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.25|           20|            8|           20|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.26|        20.08|            8|        20.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.27|        20.16|            8|        20.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.28|        20.24|            8|        20.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.29|        20.32|            8|        20.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.3|         20.4|            8|         20.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.31|        20.48|            8|        20.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.32|        20.56|            8|        20.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.33|        20.64|            8|        20.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.34|        20.72|            8|        20.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.35|         20.8|            8|         20.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.36|        20.88|            8|        20.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.37|        20.96|            8|        20.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.38|        21.04|            8|        21.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.39|        21.12|            8|        21.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.4|         21.2|            8|         21.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.41|        21.28|            8|        21.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.42|        21.36|            8|        21.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.43|        21.44|            8|        21.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.44|        21.52|            8|        21.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.45|         21.6|            8|         21.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.46|        21.68|            8|        21.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.47|        21.76|            8|        21.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.48|        21.84|            8|        21.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.49|        21.92|            8|        21.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.5|           22|            8|           22|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.51|        22.08|            8|        22.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.52|        22.16|            8|        22.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.53|        22.24|            8|        22.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.54|        22.32|            8|        22.32|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.55|         22.4|            8|         22.4|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.56|        22.48|            8|        22.48|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.57|        22.56|            8|        22.56|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.58|        22.64|            8|        22.64|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.59|        22.72|            8|        22.72|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.6|         22.8|            8|         22.8|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.61|        22.88|            8|        22.88|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.62|        22.96|            8|        22.96|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.63|        23.04|            8|        23.04|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.64|        23.12|            8|        23.12|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.65|         23.2|            8|         23.2|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.66|        23.28|            8|        23.28|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.67|        23.36|            8|        23.36|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.68|        23.44|            8|        23.44|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.69|        23.52|            8|        23.52|            8|            0|            0|            0|            0|         0.01|            0|            0|
          0.7|         23.6|            8|         23.6|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.71|        23.68|            8|        23.68|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.72|        23.76|            8|        23.76|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.73|        23.84|            8|        23.84|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.74|        23.92|            8|        23.92|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.75|           24|            8|           24|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.76|        24.08|            8|        24.08|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.77|        24.16|            8|        24.16|            8|            0|            0|            0|            0|         0.01|            0|            0|
         0.78|        24.24|            8|        24.24|            8|            0|            0|            0|            0|         0.01|            0|            0|
