           Xi|          Vi1|          Vi2|         V2i1|         V2i2|     Vi1-V2i1|     Vi2-V2i2|         OLP1|         OLP2|            h|           C1|           C2|
         6.71|        71.68|            8|        71.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.72|        71.76|            8|        71.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.73|        71.84|            8|        71.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.74|        71.92|            8|        71.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.75|           72|            8|           72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.76|        72.08|            8|        72.08|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.77|        72.16|            8|        72.16|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.78|        72.24|            8|        72.24|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.79|        72.32|            8|        72.32|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          6.8|         72.4|            8|         72.4|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.81|        72.48|            8|        72.48|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.82|        72.56|            8|        72.56|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.83|        72.64|            8|        72.64|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.84|        72.72|            8|        72.72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.85|         72.8|            8|         72.8|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.86|        72.88|            8|        72.88|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.87|        72.96|            8|        72.96|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.88|        73.04|            8|        73.04|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.89|        73.12|            8|        73.12|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          6.9|         73.2|            8|         73.2|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.91|        73.28|            8|        73.28|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.92|        73.36|            8|        73.36|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.93|        73.44|            8|        73.44|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.94|        73.52|            8|        73.52|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.95|         73.6|            8|         73.6|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.96|        73.68|            8|        73.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.97|        73.76|            8|        73.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.98|        73.84|            8|        73.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         6.99|        73.92|            8|        73.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
            7|           74|            8|           74|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.01|        74.08|            8|        74.08|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.02|        74.16|            8|        74.16|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.03|        74.24|            8|        74.24|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.04|        74.32|            8|        74.32|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.05|         74.4|            8|         74.4|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.06|        74.48|            8|        74.48|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.07|        74.56|            8|        74.56|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.08|        74.64|            8|        74.64|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.09|        74.72|            8|        74.72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.1|         74.8|            8|         74.8|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.11|        74.88|            8|        74.88|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.12|        74.96|            8|        74.96|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.13|        75.04|            8|        75.04|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.14|        75.12|            8|        75.12|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.15|         75.2|            8|         75.2|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.16|        75.28|            8|        75.28|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.17|        75.36|            8|        75.36|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.18|        75.44|            8|        75.44|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.19|        75.52|            8|        75.52|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.2|         75.6|            8|         75.6|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.21|        75.68|            8|        75.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.22|        75.76|            8|        75.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.23|        75.84|            8|        75.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.24|        75.92|            8|        75.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.25|           76|            8|           76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.26|        76.08|            8|        76.08|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.27|        76.16|            8|        76.16|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.28|        76.24|            8|        76.24|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.29|        76.32|            8|        76.32|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.3|         76.4|            8|         76.4|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.31|        76.48|            8|        76.48|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.32|        76.56|            8|        76.56|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.33|        76.64|            8|        76.64|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.34|        76.72|            8|        76.72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.35|         76.8|            8|         76.8|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.36|        76.88|            8|        76.88|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.37|        76.96|            8|        76.96|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.38|        77.04|            8|        77.04|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.39|        77.12|            8|        77.12|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.4|         77.2|            8|         77.2|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.41|        77.28|            8|        77.28|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.42|        77.36|            8|        77.36|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.43|        77.44|            8|        77.44|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.44|        77.52|            8|        77.52|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.45|         77.6|            8|         77.6|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.46|        77.68|            8|        77.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.47|        77.76|            8|        77.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.48|        77.84|            8|        77.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.49|        77.92|            8|        77.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.5|           78|            8|           78|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.51|        78.08|            8|        78.08|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.52|        78.16|            8|        78.16|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.53|        78.24|            8|        78.24|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.54|        78.32|            8|        78.32|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.55|         78.4|            8|         78.4|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.56|        78.48|            8|        78.48|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.57|        78.56|            8|        78.56|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.58|        78.64|            8|        78.64|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.59|        78.72|            8|        78.72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.6|         78.8|            8|         78.8|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.61|        78.88|            8|        78.88|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.62|        78.96|            8|        78.96|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.63|        79.04|            8|        79.04|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.64|        79.12|            8|        79.12|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.65|         79.2|            8|         79.2|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.66|        79.28|            8|        79.28|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.67|        79.36|            8|        79.36|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.68|        79.44|            8|        79.44|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.69|        79.52|            8|        79.52|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.7|         79.6|            8|         79.6|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.71|        79.68|            8|        79.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.72|        79.76|            8|        79.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.73|        79.84|            8|        79.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.74|        79.92|            8|        79.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.75|           80|            8|           80|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.76|        80.08|            8|        80.08|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.77|        80.16|            8|        80.16|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.78|        80.24|            8|        80.24|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.79|        80.32|            8|        80.32|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.8|         80.4|            8|         80.4|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.81|        80.48|            8|        80.48|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.82|        80.56|            8|        80.56|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.83|        80.64|            8|        80.64|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.84|        80.72|            8|        80.72|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.85|         80.8|            8|         80.8|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.86|        80.88|            8|        80.88|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.87|        80.96|            8|        80.96|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.88|        81.04|            8|        81.04|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.89|        81.12|            8|        81.12|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
          7.9|         81.2|            8|         81.2|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.91|        81.28|            8|        81.28|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.92|        81.36|            8|        81.36|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.93|        81.44|            8|        81.44|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.94|        81.52|            8|        81.52|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.95|         81.6|            8|         81.6|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.96|        81.68|            8|        81.68|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.97|        81.76|            8|        81.76|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.98|        81.84|            8|        81.84|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
         7.99|        81.92|            8|        81.92|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
            8|           82|            8|           82|            8| -1.42109e-14|            0|  1.51582e-14|            0|         0.01|            0|            0|
